sequenceID	source.name	genotype	length
EU287994	ncbi-curated-short	ECSA	913
EU287995	ncbi-curated-short	ECSA	881
EU287996	ncbi-curated-short	ECSA	937
EU287997	ncbi-curated-short	ECSA	934
EU287998	ncbi-curated-short	ECSA	951
EU287999	ncbi-curated-short	ECSA	929
EU288000	ncbi-curated-short	ECSA	939
EU288001	ncbi-curated-short	ECSA	931
EU288002	ncbi-curated-short	ECSA	912
EU288003	ncbi-curated-short	ECSA	935
EU403052	ncbi-curated-short	ECSA	1253
EU404186	ncbi-curated-short	ECSA	559
EU441882	ncbi-curated-short	ECSA	1134
EU441883	ncbi-curated-short	ECSA	1199
EU727245	ncbi-curated-short	ECSA	804
EU727246	ncbi-curated-short	ECSA	767
EU727247	ncbi-curated-short	ECSA	804
EU727248	ncbi-curated-short	ECSA	872
EU727249	ncbi-curated-short	ECSA	719
EU856107	ncbi-curated-short	ECSA	834
EU856108	ncbi-curated-short	ECSA	733
EU856109	ncbi-curated-short	ECSA	529
EU856110	ncbi-curated-short	ECSA	957
EU856111	ncbi-curated-short	ECSA	529
EU856112	ncbi-curated-short	ECSA	529
EU886198	ncbi-curated-short	ECSA	1323
FJ432665	ncbi-curated-short	ECSA	1323
FJ445424	ncbi-curated-short	ECSA	1317
FJ445425	ncbi-curated-short	ECSA	1317
FJ445429	ncbi-curated-short	ECSA	1317
FJ445434	ncbi-curated-short	ECSA	1317
FJ445435	ncbi-curated-short	ECSA	1317
FJ445436	ncbi-curated-short	ECSA	1317
FJ445437	ncbi-curated-short	ECSA	1317
FJ445438	ncbi-curated-short	ECSA	1317
FJ445439	ncbi-curated-short	ECSA	1317
FJ445440	ncbi-curated-short	ECSA	1317
FJ445441	ncbi-curated-short	ECSA	1317
FJ445442	ncbi-curated-short	ECSA	1317
FJ445444	ncbi-curated-short	ECSA	1317
FJ445446	ncbi-curated-short	ECSA	1317
FJ445447	ncbi-curated-short	ECSA	1317
FJ445448	ncbi-curated-short	ECSA	1317
FJ445449	ncbi-curated-short	ECSA	1317
FJ445450	ncbi-curated-short	ECSA	1317
FJ445451	ncbi-curated-short	ECSA	1317
FJ445452	ncbi-curated-short	ECSA	1317
FJ445453	ncbi-curated-short	ECSA	1317
FJ445454	ncbi-curated-short	ECSA	1317
FJ445455	ncbi-curated-short	ECSA	1317
FJ445456	ncbi-curated-short	ECSA	1317
FJ445457	ncbi-curated-short	ECSA	1317
FJ445458	ncbi-curated-short	ECSA	1317
FJ445459	ncbi-curated-short	ECSA	1317
FJ445460	ncbi-curated-short	ECSA	1317
FJ445461	ncbi-curated-short	ECSA	1317
FJ445462	ncbi-curated-short	ECSA	1317
FJ445464	ncbi-curated-short	ECSA	1317
FJ445465	ncbi-curated-short	ECSA	1317
FJ445466	ncbi-curated-short	ECSA	1317
FJ445467	ncbi-curated-short	ECSA	1317
FJ445468	ncbi-curated-short	ECSA	1317
FJ445469	ncbi-curated-short	ECSA	1317
FJ445470	ncbi-curated-short	ECSA	1317
FJ445471	ncbi-curated-short	ECSA	1317
FJ445472	ncbi-curated-short	ECSA	1317
FJ445473	ncbi-curated-short	ECSA	1317
FJ445474	ncbi-curated-short	ECSA	1317
FJ445475	ncbi-curated-short	ECSA	1317
FJ445476	ncbi-curated-short	ECSA	1317
FJ445477	ncbi-curated-short	ECSA	1317
FJ445478	ncbi-curated-short	ECSA	1317
FJ445479	ncbi-curated-short	ECSA	1317
FJ445480	ncbi-curated-short	ECSA	1317
FJ445481	ncbi-curated-short	ECSA	1317
FJ445482	ncbi-curated-short	ECSA	1317
FJ445483	ncbi-curated-short	Asian	1317
FJ445485	ncbi-curated-short	ECSA	1317
FJ445486	ncbi-curated-short	ECSA	1317
FJ445487	ncbi-curated-short	ECSA	1295
FJ445488	ncbi-curated-short	ECSA	1317
FJ445489	ncbi-curated-short	ECSA	1317
FJ445490	ncbi-curated-short	ECSA	1317
FJ445491	ncbi-curated-short	ECSA	1317
FJ445492	ncbi-curated-short	ECSA	1317
FJ445493	ncbi-curated-short	ECSA	1317
FJ445494	ncbi-curated-short	ECSA	1317
FJ445495	ncbi-curated-short	ECSA	1317
FJ445496	ncbi-curated-short	ECSA	1317
FJ445497	ncbi-curated-short	ECSA	1317
FJ445498	ncbi-curated-short	ECSA	1317
FJ445499	ncbi-curated-short	ECSA	1317
FJ445500	ncbi-curated-short	ECSA	1317
FJ445501	ncbi-curated-short	ECSA	1317
FJ445503	ncbi-curated-short	ECSA	1317
FJ445504	ncbi-curated-short	ECSA	1317
FJ445505	ncbi-curated-short	ECSA	1317
FJ445506	ncbi-curated-short	ECSA	1317
FJ445507	ncbi-curated-short	ECSA	1317
FJ445508	ncbi-curated-short	ECSA	1317
FJ445509	ncbi-curated-short	ECSA	1317
FJ513630	ncbi-curated-short	ECSA	1317
FJ513631	ncbi-curated-short	ECSA	1317
FJ513633	ncbi-curated-short	ECSA	1317
FJ513634	ncbi-curated-short	ECSA	1317
FJ513636	ncbi-curated-short	ECSA	1317
FJ513638	ncbi-curated-short	ECSA	1317
FJ513639	ncbi-curated-short	ECSA	1317
FJ513640	ncbi-curated-short	ECSA	1317
FJ513641	ncbi-curated-short	ECSA	1317
FJ513642	ncbi-curated-short	ECSA	1317
FJ513643	ncbi-curated-short	ECSA	1317
FJ513644	ncbi-curated-short	ECSA	1317
FJ513646	ncbi-curated-short	ECSA	1317
FJ513647	ncbi-curated-short	ECSA	1317
FJ513648	ncbi-curated-short	ECSA	1317
FJ513649	ncbi-curated-short	ECSA	1317
FJ513650	ncbi-curated-short	ECSA	1317
FJ513651	ncbi-curated-short	ECSA	1317
FJ513652	ncbi-curated-short	ECSA	1317
FJ513653	ncbi-curated-short	ECSA	1317
FJ513655	ncbi-curated-short	ECSA	1317
FJ513656	ncbi-curated-short	ECSA	1317
FJ513658	ncbi-curated-short	ECSA	1317
FJ513659	ncbi-curated-short	ECSA	1317
FJ513660	ncbi-curated-short	ECSA	1317
FJ513661	ncbi-curated-short	ECSA	1317
FJ513662	ncbi-curated-short	ECSA	1317
FJ513663	ncbi-curated-short	ECSA	1317
FJ513664	ncbi-curated-short	ECSA	1317
FJ513665	ncbi-curated-short	ECSA	1317
FJ513666	ncbi-curated-short	ECSA	1317
FJ513667	ncbi-curated-short	ECSA	1317
FJ513668	ncbi-curated-short	ECSA	1317
FJ513669	ncbi-curated-short	ECSA	1317
FJ513670	ncbi-curated-short	ECSA	1317
FJ513671	ncbi-curated-short	ECSA	1317
FJ513672	ncbi-curated-short	ECSA	1317
FJ513674	ncbi-curated-short	ECSA	1317
FJ513676	ncbi-curated-short	ECSA	1317
FJ513677	ncbi-curated-short	ECSA	1317
FJ513678	ncbi-curated-short	ECSA	1317
FJ617282	ncbi-curated-short	ECSA	836
FJ617283	ncbi-curated-short	ECSA	885
FJ617284	ncbi-curated-short	ECSA	881
FJ617285	ncbi-curated-short	ECSA	892
FJ617286	ncbi-curated-short	ECSA	894
FJ617287	ncbi-curated-short	ECSA	859
FJ617288	ncbi-curated-short	ECSA	916
FJ617289	ncbi-curated-short	ECSA	911
FJ617290	ncbi-curated-short	ECSA	907
FJ705369	ncbi-curated-short	ECSA	1320
FJ705370	ncbi-curated-short	ECSA	1320
FJ705371	ncbi-curated-short	ECSA	1320
FJ807886	ncbi-curated-short	Asian	3747
FJ807887	ncbi-curated-short	Asian	3747
FJ807888	ncbi-curated-short	Asian	3747
FJ807889	ncbi-curated-short	Asian	3747
FJ807890	ncbi-curated-short	Asian	3747
FJ807891	ncbi-curated-short	Asian	3747
FJ807892	ncbi-curated-short	ECSA	3747
FJ807893	ncbi-curated-short	ECSA	3747
FJ807894	ncbi-curated-short	ECSA	3747
FJ807895	ncbi-curated-short	ECSA	3747
FJ882857	ncbi-curated-short	ECSA	509
FJ882858	ncbi-curated-short	ECSA	516
FJ882859	ncbi-curated-short	ECSA	510
FJ882860	ncbi-curated-short	ECSA	505
FJ882861	ncbi-curated-short	ECSA	517
FJ882863	ncbi-curated-short	ECSA	518
FJ882864	ncbi-curated-short	ECSA	508
FJ882866	ncbi-curated-short	ECSA	500
FJ882867	ncbi-curated-short	ECSA	510
FJ882868	ncbi-curated-short	ECSA	505
FJ882869	ncbi-curated-short	ECSA	516
FJ882870	ncbi-curated-short	ECSA	511
FJ882871	ncbi-curated-short	ECSA	503
FJ882872	ncbi-curated-short	ECSA	509
FJ882873	ncbi-curated-short	ECSA	505
FJ882874	ncbi-curated-short	ECSA	505
FJ882875	ncbi-curated-short	ECSA	520
FJ882876	ncbi-curated-short	ECSA	520
FJ882877	ncbi-curated-short	ECSA	507
FJ882878	ncbi-curated-short	ECSA	515
FJ882879	ncbi-curated-short	ECSA	520
FJ882880	ncbi-curated-short	ECSA	510
FJ882883	ncbi-curated-short	ECSA	506
FJ882888	ncbi-curated-short	ECSA	509
FJ882890	ncbi-curated-short	ECSA	519
FJ882892	ncbi-curated-short	ECSA	504
FJ882893	ncbi-curated-short	ECSA	517
FJ882894	ncbi-curated-short	ECSA	522
FJ882895	ncbi-curated-short	ECSA	509
FJ882896	ncbi-curated-short	ECSA	508
FJ882897	ncbi-curated-short	ECSA	506
FJ882899	ncbi-curated-short	ECSA	505
FJ882903	ncbi-curated-short	ECSA	501
FJ882904	ncbi-curated-short	ECSA	507
FJ882910	ncbi-curated-short	ECSA	522
FJ882911	ncbi-curated-short	ECSA	514
FJ882914	ncbi-curated-short	ECSA	500
FJ882917	ncbi-curated-short	ECSA	514
FJ882920	ncbi-curated-short	ECSA	522
FJ882921	ncbi-curated-short	ECSA	517
FJ882922	ncbi-curated-short	ECSA	515
FJ998173	ncbi-curated-short	ECSA	1320
FN295486	ncbi-curated-short	ECSA	900
FN295488	ncbi-curated-short	ECSA	900
FN295489	ncbi-curated-short	ECSA	1320
FN295490	ncbi-curated-short	ECSA	900
FN295491	ncbi-curated-short	ECSA	900
FN295492	ncbi-curated-short	ECSA	900
FN295493	ncbi-curated-short	ECSA	900
FN295494	ncbi-curated-short	ECSA	900
FN295495	ncbi-curated-short	ECSA	900
FR846304	ncbi-curated-short	ECSA	2772
FR846305	ncbi-curated-short	ECSA	2772
FR846306	ncbi-curated-short	ECSA	2772
FR846307	ncbi-curated-short	Asian	2772
FU759466	ncbi-curated-short	ECSA	1797
FU759467	ncbi-curated-short	ECSA	1797
FU759468	ncbi-curated-short	ECSA	1767
FU759469	ncbi-curated-short	ECSA	1797
FU759470	ncbi-curated-short	ECSA	1092
FU759471	ncbi-curated-short	ECSA	1092
FU759472	ncbi-curated-short	ECSA	1092
FU759473	ncbi-curated-short	ECSA	1092
FU759520	ncbi-curated-short	-	1161
GM047822	ncbi-curated-short	ECSA	3747
GM047823	ncbi-curated-short	ECSA	3750
GM047824	ncbi-curated-short	ECSA	3768
GM839378	ncbi-curated-short	ECSA	1797
GM839379	ncbi-curated-short	ECSA	1797
GM839380	ncbi-curated-short	ECSA	1767
GM839381	ncbi-curated-short	ECSA	1797
GM839382	ncbi-curated-short	ECSA	1092
GM839383	ncbi-curated-short	ECSA	1092
GM839384	ncbi-curated-short	ECSA	1092
GM839385	ncbi-curated-short	ECSA	1092
GM839456	ncbi-curated-short	-	1161
GQ143741	ncbi-curated-short	ECSA	1253
GQ143742	ncbi-curated-short	ECSA	1022
GQ143743	ncbi-curated-short	ECSA	1243
GQ143744	ncbi-curated-short	ECSA	1254
GQ143745	ncbi-curated-short	ECSA	1248
GQ143746	ncbi-curated-short	ECSA	1262
GQ143747	ncbi-curated-short	ECSA	1264
GQ143748	ncbi-curated-short	ECSA	1260
GQ143749	ncbi-curated-short	ECSA	1258
GQ143750	ncbi-curated-short	ECSA	1268
GQ168719	ncbi-curated-short	ECSA	3744
GQ229486	ncbi-curated-short	ECSA	1320
GQ229487	ncbi-curated-short	ECSA	1320
GQ229488	ncbi-curated-short	ECSA	1320
GQ229489	ncbi-curated-short	ECSA	1320
GQ894991	ncbi-curated-short	ECSA	524
GQ996370	ncbi-curated-short	ECSA	1044
GQ996371	ncbi-curated-short	ECSA	1044
GQ996372	ncbi-curated-short	ECSA	1044
GQ996373	ncbi-curated-short	ECSA	1044
GQ996374	ncbi-curated-short	ECSA	1044
GQ996375	ncbi-curated-short	ECSA	1044
GQ996376	ncbi-curated-short	ECSA	1044
GQ996377	ncbi-curated-short	ECSA	1044
GQ996378	ncbi-curated-short	ECSA	1044
GQ996379	ncbi-curated-short	ECSA	1044
GU365847	ncbi-curated-short	ECSA	797
GU365848	ncbi-curated-short	ECSA	805
GU365849	ncbi-curated-short	ECSA	805
GU365850	ncbi-curated-short	ECSA	805
GU365851	ncbi-curated-short	ECSA	805
GU365852	ncbi-curated-short	ECSA	799
GU365853	ncbi-curated-short	ECSA	805
GU365854	ncbi-curated-short	ECSA	790
GU365855	ncbi-curated-short	ECSA	790
GU365856	ncbi-curated-short	ECSA	790
GU365857	ncbi-curated-short	ECSA	787
GU365858	ncbi-curated-short	ECSA	790
GU365859	ncbi-curated-short	ECSA	787
GU365860	ncbi-curated-short	ECSA	790
GU365861	ncbi-curated-short	ECSA	787
GU365862	ncbi-curated-short	ECSA	1605
GU365863	ncbi-curated-short	ECSA	1605
GU365864	ncbi-curated-short	ECSA	1605
GU365865	ncbi-curated-short	ECSA	1605
GU434101	ncbi-curated-short	ECSA	1263
GU434102	ncbi-curated-short	ECSA	1269
GU434103	ncbi-curated-short	ECSA	1269
GU434104	ncbi-curated-short	ECSA	1269
GU434105	ncbi-curated-short	ECSA	1269
GU434106	ncbi-curated-short	ECSA	1269
GU434107	ncbi-curated-short	ECSA	1269
GU434108	ncbi-curated-short	ECSA	1269
GU434109	ncbi-curated-short	ECSA	1269
GU434110	ncbi-curated-short	ECSA	1269
GU434111	ncbi-curated-short	ECSA	1269
GU434112	ncbi-curated-short	ECSA	1269
GU562826	ncbi-curated-short	ECSA	1269
GU562827	ncbi-curated-short	ECSA	1269
GU562828	ncbi-curated-short	ECSA	1269
GU562829	ncbi-curated-short	ECSA	1269
GU562830	ncbi-curated-short	ECSA	1269
GU969242	ncbi-curated-short	Asian	1182
HB338845	ncbi-curated-short	ECSA	2394
HB338846	ncbi-curated-short	ECSA	2393
HB423143	ncbi-curated-short	ECSA	2394
HB423144	ncbi-curated-short	ECSA	2393
HE578162	ncbi-curated-short	Asian	1320
HM038417	ncbi-curated-short	ECSA	1605
HM038418	ncbi-curated-short	ECSA	5920
HM067743	ncbi-curated-short	ECSA	3747
HM067744	ncbi-curated-short	ECSA	3747
HM159384	ncbi-curated-short	ECSA	3747
HM159385	ncbi-curated-short	ECSA	3747
HM159386	ncbi-curated-short	ECSA	3747
HM159387	ncbi-curated-short	ECSA	3747
HM159388	ncbi-curated-short	ECSA	3747
HM159389	ncbi-curated-short	ECSA	3747
HM159390	ncbi-curated-short	ECSA	3747
HM369441	ncbi-curated-short	ECSA	783
HQ529777	ncbi-curated-short	ECSA	1269
HQ529778	ncbi-curated-short	ECSA	1320
HQ529779	ncbi-curated-short	ECSA	1269
HQ529780	ncbi-curated-short	ECSA	2199
HQ542229	ncbi-curated-short	ECSA	2199
HQ599560	ncbi-curated-short	ECSA	840
HQ702750	ncbi-curated-short	ECSA	1259
HQ848080	ncbi-curated-short	ECSA	5938
HQ848081	ncbi-curated-short	ECSA	5938
HW249781	ncbi-curated-short	ECSA	1797
HW249782	ncbi-curated-short	ECSA	1797
HW249783	ncbi-curated-short	ECSA	1767
HW249784	ncbi-curated-short	ECSA	1797
HW249785	ncbi-curated-short	ECSA	1092
HW249786	ncbi-curated-short	ECSA	1092
HW249787	ncbi-curated-short	ECSA	1092
HW249788	ncbi-curated-short	ECSA	1092
HW249835	ncbi-curated-short	-	1161
HW250527	ncbi-curated-short	ECSA	999
HW642740	ncbi-curated-short	ECSA	3747
HW642741	ncbi-curated-short	ECSA	3747
HW642742	ncbi-curated-short	ECSA	3747
HW642743	ncbi-curated-short	ECSA	3747
HW642744	ncbi-curated-short	ECSA	3747
HW642745	ncbi-curated-short	ECSA	3747
HW642746	ncbi-curated-short	ECSA	3747
HW799201	ncbi-curated-short	WestAfr	2964
HW799202	ncbi-curated-short	ECSA	2964
HW799203	ncbi-curated-short	WestAfr	3747
HW799204	ncbi-curated-short	ECSA	3747
HW806808	ncbi-curated-short	ECSA	3747
HZ468373	ncbi-curated-short	ECSA	1797
HZ468374	ncbi-curated-short	ECSA	1797
HZ468375	ncbi-curated-short	ECSA	1797
HZ468376	ncbi-curated-short	ECSA	1797
HZ468377	ncbi-curated-short	ECSA	1092
HZ468378	ncbi-curated-short	ECSA	1092
HZ468379	ncbi-curated-short	ECSA	1092
JA879133	ncbi-curated-short	ECSA	1797
JA879134	ncbi-curated-short	ECSA	1797
JA879135	ncbi-curated-short	ECSA	1767
JA879136	ncbi-curated-short	ECSA	1797
JA879137	ncbi-curated-short	ECSA	1092
JA879138	ncbi-curated-short	ECSA	1092
JA879139	ncbi-curated-short	ECSA	1092
JA879140	ncbi-curated-short	ECSA	1092
JA879211	ncbi-curated-short	-	1161
JB160203	ncbi-curated-short	ECSA	3747
JB160204	ncbi-curated-short	ECSA	3747
JB160205	ncbi-curated-short	ECSA	3747
JB160206	ncbi-curated-short	ECSA	3747
JB160207	ncbi-curated-short	ECSA	3747
JB160208	ncbi-curated-short	ECSA	3747
JB160209	ncbi-curated-short	ECSA	3747
JC739969	ncbi-curated-short	WestAfr	1269
JC739977	ncbi-curated-short	ECSA	1269
JC739979	ncbi-curated-short	ECSA	1260
JC739983	ncbi-curated-short	WestAfr	1239
JC739985	ncbi-curated-short	WestAfr	1239
JC739987	ncbi-curated-short	WestAfr	1239
JF264890	ncbi-curated-short	ECSA	1259
JF264891	ncbi-curated-short	ECSA	1259
JF264892	ncbi-curated-short	ECSA	1259
JF272473	ncbi-curated-short	ECSA	1605
JF272474	ncbi-curated-short	ECSA	2394
JF272475	ncbi-curated-short	ECSA	1590
JF272476	ncbi-curated-short	ECSA	1836
JF272477	ncbi-curated-short	ECSA	783
JF272479	ncbi-curated-short	ECSA	1269
JF272480	ncbi-curated-short	ECSA	1320
JF950613	ncbi-curated-short	ECSA	534
JF950614	ncbi-curated-short	ECSA	538
JF950615	ncbi-curated-short	ECSA	543
JF950616	ncbi-curated-short	ECSA	534
JF950617	ncbi-curated-short	ECSA	531
JF950618	ncbi-curated-short	ECSA	531
JF950619	ncbi-curated-short	ECSA	541
JF950620	ncbi-curated-short	ECSA	530
JF950621	ncbi-curated-short	ECSA	531
JF950622	ncbi-curated-short	ECSA	531
JF950623	ncbi-curated-short	ECSA	531
JF950624	ncbi-curated-short	ECSA	531
JF950625	ncbi-curated-short	ECSA	522
JF950626	ncbi-curated-short	ECSA	522
JF950627	ncbi-curated-short	ECSA	527
JF950628	ncbi-curated-short	ECSA	526
JF950629	ncbi-curated-short	ECSA	526
JF950630	ncbi-curated-short	ECSA	529
JF950631	ncbi-curated-short	ECSA	533
JF950632	ncbi-curated-short	ECSA	533
JF950633	ncbi-curated-short	ECSA	533
JF950634	ncbi-curated-short	ECSA	533
JF950635	ncbi-curated-short	ECSA	533
JF950642	ncbi-curated-short	ECSA	528
JF950643	ncbi-curated-short	ECSA	528
JF950644	ncbi-curated-short	ECSA	534
JF950645	ncbi-curated-short	ECSA	521
JF950646	ncbi-curated-short	ECSA	529
JF950647	ncbi-curated-short	ECSA	526
JF950648	ncbi-curated-short	ECSA	527
JN038571	ncbi-curated-short	ECSA	1068
JN048803	ncbi-curated-short	ECSA	923
JN048804	ncbi-curated-short	ECSA	923
JN048805	ncbi-curated-short	ECSA	923
JN048806	ncbi-curated-short	ECSA	923
JN048807	ncbi-curated-short	ECSA	923
JN048808	ncbi-curated-short	ECSA	923
JN048809	ncbi-curated-short	ECSA	923
JN048810	ncbi-curated-short	ECSA	923
JN048811	ncbi-curated-short	ECSA	909
JN048812	ncbi-curated-short	ECSA	929
JN048813	ncbi-curated-short	ECSA	947
JN048814	ncbi-curated-short	ECSA	947
JN048815	ncbi-curated-short	ECSA	923
JN048816	ncbi-curated-short	ECSA	923
JN048817	ncbi-curated-short	ECSA	923
JN048818	ncbi-curated-short	ECSA	923
JN048819	ncbi-curated-short	ECSA	923
JN048820	ncbi-curated-short	ECSA	923
JN048821	ncbi-curated-short	ECSA	923
JN048822	ncbi-curated-short	ECSA	923
JN048823	ncbi-curated-short	ECSA	923
JN048824	ncbi-curated-short	ECSA	923
JN048825	ncbi-curated-short	ECSA	923
JN048826	ncbi-curated-short	ECSA	923
JN590257	ncbi-curated-short	ECSA	540
JN590258	ncbi-curated-short	ECSA	540
JN590259	ncbi-curated-short	ECSA	540
JN590260	ncbi-curated-short	ECSA	540
JN590261	ncbi-curated-short	ECSA	540
JN590262	ncbi-curated-short	ECSA	540
JN590263	ncbi-curated-short	ECSA	540
JN590264	ncbi-curated-short	ECSA	540
JN590265	ncbi-curated-short	ECSA	540
JN590266	ncbi-curated-short	ECSA	540
JN590267	ncbi-curated-short	ECSA	540
JN661148	ncbi-curated-short	ECSA	1320
JN661149	ncbi-curated-short	ECSA	1320
JN661150	ncbi-curated-short	ECSA	1320
JN661151	ncbi-curated-short	ECSA	1320
JN661152	ncbi-curated-short	ECSA	1320
JN661153	ncbi-curated-short	ECSA	1320
JN661154	ncbi-curated-short	ECSA	1320
JN661155	ncbi-curated-short	ECSA	1320
JN661156	ncbi-curated-short	ECSA	1320
JN711127	ncbi-curated-short	ECSA	936
JN711128	ncbi-curated-short	ECSA	936
JN711129	ncbi-curated-short	ECSA	936
JN711130	ncbi-curated-short	ECSA	936
JN711131	ncbi-curated-short	ECSA	936
JN711132	ncbi-curated-short	ECSA	936
JN711133	ncbi-curated-short	ECSA	936
JN711134	ncbi-curated-short	ECSA	936
JN711135	ncbi-curated-short	ECSA	936
JN711136	ncbi-curated-short	-	921
JN711137	ncbi-curated-short	-	921
JN711138	ncbi-curated-short	-	921
JN712436	ncbi-curated-short	ECSA	900
JN712437	ncbi-curated-short	ECSA	900
JN786884	ncbi-curated-short	ECSA	538
JN974179	ncbi-curated-short	ECSA	535
JN974180	ncbi-curated-short	ECSA	533
JN974181	ncbi-curated-short	ECSA	533
JN974182	ncbi-curated-short	ECSA	533
JN974183	ncbi-curated-short	ECSA	533
JN981129	ncbi-curated-short	ECSA	1317
JN981130	ncbi-curated-short	ECSA	1317
JN981131	ncbi-curated-short	ECSA	1317
JN981132	ncbi-curated-short	ECSA	1317
JN981133	ncbi-curated-short	ECSA	1317
JQ012933	ncbi-curated-short	ECSA	719
JQ012934	ncbi-curated-short	ECSA	719
JQ012935	ncbi-curated-short	ECSA	719
JQ012936	ncbi-curated-short	ECSA	719
JQ012937	ncbi-curated-short	ECSA	719
JQ012938	ncbi-curated-short	ECSA	719
JQ012939	ncbi-curated-short	ECSA	719
JQ012940	ncbi-curated-short	ECSA	719
JQ012941	ncbi-curated-short	ECSA	719
JQ012942	ncbi-curated-short	ECSA	719
JQ012943	ncbi-curated-short	ECSA	719
JQ012944	ncbi-curated-short	ECSA	719
JQ012945	ncbi-curated-short	ECSA	719
JQ012946	ncbi-curated-short	ECSA	719
JQ013687	ncbi-curated-short	ECSA	805
JQ013688	ncbi-curated-short	ECSA	645
JQ013689	ncbi-curated-short	ECSA	736
JQ013690	ncbi-curated-short	ECSA	784
JQ013691	ncbi-curated-short	ECSA	785
JQ013692	ncbi-curated-short	ECSA	760
JQ013693	ncbi-curated-short	ECSA	777
JQ013694	ncbi-curated-short	ECSA	511
JQ013695	ncbi-curated-short	ECSA	553
JQ013696	ncbi-curated-short	ECSA	553
JQ013697	ncbi-curated-short	ECSA	551
JQ013698	ncbi-curated-short	ECSA	528
JQ013699	ncbi-curated-short	ECSA	782
JQ013700	ncbi-curated-short	ECSA	885
JQ013701	ncbi-curated-short	ECSA	885
JQ013702	ncbi-curated-short	ECSA	787
JQ013703	ncbi-curated-short	ECSA	811
JQ013704	ncbi-curated-short	ECSA	885
JQ013705	ncbi-curated-short	ECSA	731
JQ013706	ncbi-curated-short	ECSA	776
JQ013707	ncbi-curated-short	ECSA	784
JQ231210	ncbi-curated-short	ECSA	997
JQ231211	ncbi-curated-short	ECSA	997
JQ740173	ncbi-curated-short	ECSA	503
JQ740176	ncbi-curated-short	ECSA	506
JQ740177	ncbi-curated-short	ECSA	529
JQ740185	ncbi-curated-short	ECSA	525
JQ740186	ncbi-curated-short	ECSA	525
JQ886092	ncbi-curated-short	ECSA	793
JQ886093	ncbi-curated-short	ECSA	842
JQ886094	ncbi-curated-short	ECSA	887
JQ943687	ncbi-curated-short	WestAfr	1317
JQ943688	ncbi-curated-short	WestAfr	1293
JQ943689	ncbi-curated-short	WestAfr	1293
JQ943690	ncbi-curated-short	WestAfr	1293
JQ943691	ncbi-curated-short	WestAfr	1293
JQ943692	ncbi-curated-short	WestAfr	1293
JQ943693	ncbi-curated-short	WestAfr	1293
JQ943694	ncbi-curated-short	WestAfr	1293
JQ943695	ncbi-curated-short	WestAfr	1317
JQ943696	ncbi-curated-short	WestAfr	1293
JQ943697	ncbi-curated-short	WestAfr	1293
JQ943698	ncbi-curated-short	WestAfr	1293
JQ943699	ncbi-curated-short	WestAfr	1293
JQ943700	ncbi-curated-short	WestAfr	1293
JQ943701	ncbi-curated-short	WestAfr	1293
JQ943702	ncbi-curated-short	WestAfr	1317
JQ943703	ncbi-curated-short	WestAfr	1293
JQ943704	ncbi-curated-short	WestAfr	1293
JQ943705	ncbi-curated-short	WestAfr	1293
JQ943706	ncbi-curated-short	WestAfr	1293
JQ943707	ncbi-curated-short	WestAfr	1293
JQ943708	ncbi-curated-short	WestAfr	1293
JQ943709	ncbi-curated-short	WestAfr	1293
JQ943710	ncbi-curated-short	WestAfr	1293
JQ943711	ncbi-curated-short	WestAfr	1293
JQ943712	ncbi-curated-short	WestAfr	1317
JQ943713	ncbi-curated-short	WestAfr	1311
JQ943714	ncbi-curated-short	WestAfr	1245
JQ943715	ncbi-curated-short	WestAfr	1254
JQ943716	ncbi-curated-short	WestAfr	1284
JQ943717	ncbi-curated-short	WestAfr	1242
JQ943718	ncbi-curated-short	WestAfr	1245
JQ943719	ncbi-curated-short	WestAfr	1242
JQ943720	ncbi-curated-short	WestAfr	1233
JX026955	ncbi-curated-short	ECSA	1317
JX026956	ncbi-curated-short	ECSA	1317
JX080286	ncbi-curated-short	ECSA	688
JX080287	ncbi-curated-short	ECSA	691
JX080288	ncbi-curated-short	ECSA	691
JX142136	ncbi-curated-short	ECSA	616
JX142137	ncbi-curated-short	ECSA	563
JX276645	ncbi-curated-short	ECSA	3744
JX276646	ncbi-curated-short	ECSA	3744
JX276647	ncbi-curated-short	ECSA	3747
JX276648	ncbi-curated-short	ECSA	3747
JX276649	ncbi-curated-short	ECSA	3747
JX276650	ncbi-curated-short	ECSA	3747
JX442959	ncbi-curated-short	ECSA	3747
JX442960	ncbi-curated-short	ECSA	3747
JX442961	ncbi-curated-short	ECSA	3747
JX442962	ncbi-curated-short	ECSA	3747
JX442963	ncbi-curated-short	ECSA	3747
JX442964	ncbi-curated-short	ECSA	3747
JX442965	ncbi-curated-short	ECSA	3747
JX442966	ncbi-curated-short	ECSA	3747
JX442967	ncbi-curated-short	ECSA	3747
JX442968	ncbi-curated-short	ECSA	3747
JX839766	ncbi-curated-short	ECSA	1014
JX839767	ncbi-curated-short	ECSA	1014
JX839768	ncbi-curated-short	ECSA	1014
JX839769	ncbi-curated-short	ECSA	1014
JX839770	ncbi-curated-short	ECSA	1014
JX839771	ncbi-curated-short	ECSA	1014
JX839772	ncbi-curated-short	ECSA	1014
JX839773	ncbi-curated-short	ECSA	1014
JX839774	ncbi-curated-short	ECSA	1014
JX839775	ncbi-curated-short	ECSA	1014
JX839776	ncbi-curated-short	ECSA	1014
JX839777	ncbi-curated-short	ECSA	1014
