taxon	sequenceID	genotype	isolate	country	collection_year
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703980	KY703980	Asian	CHIKV/Homo sapiens/NIC/6638.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703981	KY703981	Asian	CHIKV/Homo sapiens/NIC/1785.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703982	KY703982	Asian	CHIKV/Homo sapiens/NIC/4040.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703983	KY703983	Asian	CHIKV/Homo sapiens/NIC/1809.1E/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703984	KY703984	Asian	CHIKV/Homo sapiens/NIC/1794.1C/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703987	KY703987	Asian	CHIKV/Homo sapiens/NIC/1367.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703988	KY703988	Asian	CHIKV/Homo sapiens/NIC/1793.1D/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703989	KY703989	Asian	CHIKV/Homo sapiens/NIC/1802.1D/2014	Nicaragua: Managua	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703991	KY703991	Asian	CHIKV/Homo sapiens/NIC/24044.1LA1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703992	KY703992	Asian	CHIKV/Homo sapiens/NIC/5695.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703995	KY703995	Asian	CHIKV/Homo sapiens/NIC/1882.1D/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703996	KY703996	Asian	CHIKV/Homo sapiens/NIC/5024.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703997	KY703997	Asian	CHIKV/Homo sapiens/NIC/4354.12.A.1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703998	KY703998	Asian	CHIKV/Homo sapiens/NIC/7156.12A1/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY703999	KY703999	Asian	CHIKV/Homo sapiens/NIC/1828.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY704001	KY704001	Asian	CHIKV/Homo sapiens/NIC/1829.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY704002	KY704002	Asian	CHIKV/Homo sapiens/NIC/1823.1C/2015	Nicaragua: Managua	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/KY883764	KY883764	Asian	-	Singapore	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885022	KY885022	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885023	KY885023	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885024	KY885024	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885025	KY885025	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885026	KY885026	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/KY885027	KY885027	Asian	-	Indonesia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/LC146714	LC146714	Asian	-	Cuba	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/LC259083	LC259083	Asian	-	Indonesia	2009
alignment/AL_CHIKV_Asian/member/ncbi-curated/LC259084	LC259084	Asian	-	Philippines	2012
alignment/AL_CHIKV_Asian/member/ncbi-curated/LC259085	LC259085	Asian	-	Indonesia	2012
alignment/AL_CHIKV_Asian/member/ncbi-curated/LC259087	LC259087	Asian	-	Indonesia	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated/LC259091	LC259091	Asian	-	Indonesia	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/LP809656	LP809656	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/LP809657	LP809657	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/LY575869	LY575869	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/LY575870	LY575870	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MA407068	MA407068	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MA407069	MA407069	Asian	-	-	-
alignment/AL_CHIKV_Asian/member/ncbi-curated/MF001507	MF001507	Asian	-	USA	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MF001508	MF001508	Asian	-	USA	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MF001510	MF001510	Asian	-	USA	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MF001512	MF001512	Asian	-	USA	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MF001513	MF001513	Asian	-	USA	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF409038	MF409038	Asian	-	South Korea	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF409039	MF409039	Asian	-	South Korea	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF409040	MF409040	Asian	-	South Korea	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF409041	MF409041	Asian	-	South Korea	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF409042	MF409042	Asian	-	South Korea	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682980	MF682980	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682981	MF682981	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682982	MF682982	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682983	MF682983	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682984	MF682984	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682985	MF682985	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF682986	MF682986	Asian	-	Aruba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF696159	MF696159	Asian	Asian Caribbean	Suriname	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MF696160	MF696160	Asian	Asian Caribbean	French Polynesia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG271970	MG271970	Asian	-	Fiji: Lautoka, imported	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG271971	MG271971	Asian	-	Fiji: Nadi	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG271972	MG271972	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG271973	MG271973	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG271974	MG271974	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525024	MG525024	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525025	MG525025	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525026	MG525026	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525027	MG525027	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525028	MG525028	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525029	MG525029	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525030	MG525030	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525031	MG525031	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525032	MG525032	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG525033	MG525033	Asian	Asian	Mexico:Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MG664851	MG664851	Asian	SZ1239	China	2012
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG822707	MG822707	Asian	-	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG822708	MG822708	Asian	-	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967248	MG967248	Asian	-	Cook Islands: imported Samoa	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967249	MG967249	Asian	-	Cook Islands	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967250	MG967250	Asian	-	Cook Islands	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967251	MG967251	Asian	-	Kiribati	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967252	MG967252	Asian	-	Kiribati	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967253	MG967253	Asian	-	Tonga	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967254	MG967254	Asian	-	Tonga	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967255	MG967255	Asian	-	Samoa: Apia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967256	MG967256	Asian	-	Samoa: Apia	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967257	MG967257	Asian	-	Samoa	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967258	MG967258	Asian	-	Samoa	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967259	MG967259	Asian	-	Micronesia: Yap	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967260	MG967260	Asian	-	Micronesia: Yap	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967261	MG967261	Asian	-	Micronesia: Pohnpei	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967262	MG967262	Asian	-	Niue	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967263	MG967263	Asian	-	Tokelau	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967264	MG967264	Asian	-	Tuvalu	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967265	MG967265	Asian	-	Nauru	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967266	MG967266	Asian	-	Nauru	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967267	MG967267	Asian	-	Fiji: Lautoka	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967268	MG967268	Asian	-	Fiji: Nadi	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967269	MG967269	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967270	MG967270	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MG967271	MG967271	Asian	-	Fiji: Suva	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH329293	MH329293	Asian	Car-61	Colombia: Cartagena	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH329294	MH329294	Asian	OV-26	Colombia: Ovejas	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH329295	MH329295	Asian	P1	Colombia: Planeta Rica	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH329296	MH329296	Asian	M6	Colombia: Mahates Bolivar	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH329303	MH329303	Asian	Car-4	Colombia: Cartagena, Bolivar	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378406	MH378406	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378407	MH378407	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378408	MH378408	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378409	MH378409	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378410	MH378410	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378411	MH378411	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378412	MH378412	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH378413	MH378413	Asian	-	Cuba	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481881	MH481881	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481882	MH481882	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481883	MH481883	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481884	MH481884	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481885	MH481885	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481886	MH481886	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481887	MH481887	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481888	MH481888	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481889	MH481889	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481890	MH481890	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481891	MH481891	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481892	MH481892	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481893	MH481893	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481894	MH481894	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481895	MH481895	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481896	MH481896	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481897	MH481897	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481898	MH481898	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481899	MH481899	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH481900	MH481900	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH500794	MH500794	Asian	Asian	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH500795	MH500795	Asian	Asian	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH500796	MH500796	Asian	Asian	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH500797	MH500797	Asian	Asian	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH500798	MH500798	Asian	Asian	Mexico	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH647183	MH647183	Asian	-	Singapore	2012
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH647185	MH647185	Asian	-	Singapore	2012
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH647193	MH647193	Asian	-	Singapore	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH647453	MH647453	Asian	-	Singapore	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MH647473	MH647473	Asian	-	Singapore	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated/MH670649	MH670649	Asian	-	China	2009
alignment/AL_CHIKV_Asian/member/ncbi-curated/MK028840	MK028840	Asian	-	Thailand	1962
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MK040428	MK040428	Asian	-	Colombia: Sucre	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MK040429	MK040429	Asian	-	Colombia: Sucre	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MK040430	MK040430	Asian	-	Colombia: Sucre	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MK240310	MK240310	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MK240311	MK240311	Asian	Asian	Mexico: Chiapas	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462638	MN462638	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462639	MN462639	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462640	MN462640	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462641	MN462641	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462642	MN462642	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462643	MN462643	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462644	MN462644	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462645	MN462645	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462646	MN462646	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462647	MN462647	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462648	MN462648	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462649	MN462649	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462650	MN462650	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462651	MN462651	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462652	MN462652	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462653	MN462653	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462654	MN462654	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462655	MN462655	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462656	MN462656	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462657	MN462657	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462658	MN462658	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462659	MN462659	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462660	MN462660	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462661	MN462661	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MN462662	MN462662	Asian	-	Ecuador	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038393	MT038393	Asian	PY02	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038394	MT038394	Asian	PY07	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038395	MT038395	Asian	PY06	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038396	MT038396	Asian	PY08	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038397	MT038397	Asian	PY03	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT038398	MT038398	Asian	PY09	Paraguay: Yaguaron	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150092	MT150092	Asian	Bol1	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150093	MT150093	Asian	Bol2	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150094	MT150094	Asian	Bol3	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150095	MT150095	Asian	Bol4	Bolivia: Cochabamba	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150096	MT150096	Asian	Bol5	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150097	MT150097	Asian	Bol6	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150098	MT150098	Asian	Bol7	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150099	MT150099	Asian	Bol8	Bolivia: Santa Cruz de la Sierra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT150100	MT150100	Asian	Bol9	Bolivia: Beni, Trinidad	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT228633	MT228633	Asian	-	Saint Martin	2013
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591083	MT591083	Asian	-	Indonesia: Tomohon, Sulawesi	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591084	MT591084	Asian	-	Indonesia: Tomohon, Sulawesi	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591085	MT591085	Asian	-	Indonesia: Tomohon, Sulawesi	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591086	MT591086	Asian	-	Indonesia: Buleleng, Bali	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591087	MT591087	Asian	-	Indonesia: Buleleng, Bali	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591088	MT591088	Asian	-	Indonesia: Buleleng, Bali	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591089	MT591089	Asian	-	Indonesia: Buleleng, Bali	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591090	MT591090	Asian	-	Indonesia: Tabanan, Bali	2017
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591091	MT591091	Asian	-	Indonesia: Tabanan, Bali	2017
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591092	MT591092	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591093	MT591093	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591094	MT591094	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591095	MT591095	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591096	MT591096	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591097	MT591097	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591098	MT591098	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591099	MT591099	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591100	MT591100	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591101	MT591101	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591102	MT591102	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591103	MT591103	Asian	-	Indonesia: Jambi, Sumatra	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591104	MT591104	Asian	-	Indonesia: Tabanan, Bali	2017
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591105	MT591105	Asian	-	Indonesia: Tabanan, Bali	2018
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591106	MT591106	Asian	-	Indonesia: Tabanan, Bali	2018
alignment/AL_CHIKV_Asian/member/ncbi-curated/MT591107	MT591107	Asian	-	Indonesia: Ambon, Maluku	2018
alignment/AL_CHIKV_Asian/member/ncbi-curated/MW473668	MW473668	Asian	181/25	USA	2018
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MZ292728	MZ292728	Asian	-	Laos	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MZ292729	MZ292729	Asian	-	Laos	2019
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/MZ673047	MZ673047	Asian	-	New Caledonia	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/OK655882	OK655882	Asian	-	Indonesia: Jambi	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/OK655883	OK655883	Asian	-	Indonesia: Jambi	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/OK655884	OK655884	Asian	-	Indonesia: Jambi	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/OL343610	OL343610	Asian	-	Brazil: Macapa-AP	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated/OL343611	OL343611	Asian	-	Brazil: Macapa-AP	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/OL343614	OL343614	Asian	-	Brazil: Macapa-AP	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/OL343615	OL343615	Asian	-	Brazil: Macapa-AP	2015
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/OM799570	OM799570	Asian	-	China	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/OM799571	OM799571	Asian	-	China	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/OM799572	OM799572	Asian	-	China	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated-short/OM799573	OM799573	Asian	-	China	2016
alignment/AL_CHIKV_Asian/member/ncbi-curated/OP615961	OP615961	Asian	-	Argentina	2014
alignment/AL_CHIKV_Asian/member/ncbi-curated/OP615962	OP615962	Asian	-	Argentina	2015
